IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm)
97,Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,ANNEAL,other,,,5.8,,C,800,860,895,,,,,,,
97,Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,ANNEAL,other,,,5.8,,C,1000,65,95,,,,,,,
97,Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,ANNEAL,other,,,5.8,,C,25,1550,1570,,,,,,,
97,Al1 Nb1 Ti1 V1,BCC,ANNEAL,BCC,,,5.5,,C,600,780,1005,,,,104,,,
97,Al1 Nb1 Ti1 V1,BCC,ANNEAL,BCC,,,5.5,,C,800,560,700,,,,104,,,
97,Al1 Nb1 Ti1 V1,BCC,ANNEAL,BCC,,,5.5,,C,1000,110,,,,,104,,,
97,Al1 Nb1 Ti1 V1,BCC,ANNEAL,BCC,,,5.5,,C,25,1000,1280,,,,104,,,
140,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,WROUGHT,other,0.71,,7.6,,T,25,900,1074,25,,,,,,
151,Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,CAST,other,75,,7.8,,C,25,219,,,,,,,,
151,Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,CAST,other,,,7.6,,C,25,354,,,,,,,,
151,Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,CAST,other,,,7.4,,C,25,550,,,,,,,,
151,Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,CAST,other,175,,7.2,,C,25,994,,,,,,,,
151,Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,CAST,other,175,,6.9,,C,25,942,,,,,,,,
151,Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,CAST,other,,,7.8,,C,400,132,,,,,,,,
151,Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,CAST,other,,,7.6,,C,400,260,,,,,,,,
151,Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,CAST,other,,,7.4,,C,400,469,,,,,,,,
151,Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,CAST,other,,,7.2,,C,400,943,,,,,,,,
151,Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,CAST,other,,,6.9,,C,400,833,,,,,,,,
151,Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,CAST,other,,,7.8,,C,600,115,,,,,,,,
151,Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,CAST,other,,,7.6,,C,600,155,,,,,,,,
151,Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,CAST,other,,,7.4,,C,600,272,,,,,,,,
151,Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,CAST,other,,,7.2,,C,600,359,,,,,,,,
151,Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,CAST,other,,,6.9,,C,600,326,,,,,,,,
198,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,4.4,,8,,T,25,370,670,56,,,220,,,
174,Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,ANNEAL,other,45,,7.8,,T,25,250,730,50,,,,,,
174,Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,WROUGHT,other,4.5,,7.8,,T,25,330,870,75,,,,,,
174,Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,WROUGHT,other,6,,7.8,,T,25,280,800,65,,,,,,
174,Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,WROUGHT,other,15,,7.8,,T,25,350,830,63,,,,,,
176,Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,WROUGHT,other,6.5,,7.8,,T,25,298,1400,45,,,,,,
176,Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,WROUGHT,other,5.2,,7.8,,T,25,400,1200,42,,,,,,
183,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,,other,0.7,,7.6,,T,25,860,1050,48,,,,,,
183,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,,other,2.7,,7.6,,T,25,690,930,51,,,,,,
183,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,,other,3.8,,7.6,,T,25,550,800,64,,,,,,
183,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,,FCC,53,,7.6,,T,25,260,620,87,,,210,,,
183,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+BCC,WROUGHT,other,,,7.6,,,,,,,,,,,,
179,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,,,7.6,,,,,,,,,210,,,
179,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,WROUGHT,other,,,7.6,,,,,,,,,,,,
179,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,WROUGHT,other,,,7.6,,,,,,,,,,,,
178,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,144,,7.6,,T,25,159,410,65,,,210,,,
178,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,WROUGHT,other,144,,7.6,,T,25,215,520,43,,,,,,
178,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,WROUGHT,other,144,,7.6,,T,25,285,540,55,,,,,,
178,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,23,,7.6,,T,25,263,589,60,,,210,,,
178,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12+B2,WROUGHT,other,23,,7.6,,T,25,490,840,45,,,,,,
184,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+BCC,ANNEAL,other,,,7.6,,,,,,,,,,,,
185,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,CAST,other,,,7.6,,T,25,175,335,58,,,,,,
185,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,ANNEAL,other,,,7.6,,T,25,305,525,44,,,,,,
185,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,ANNEAL,other,,,7.6,,T,25,280,570,44,,,,,,
186,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,FCC,,,7.6,,,,,,,,,210,,,
186,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,FCC,,,7.6,,,,,,,,,210,,,
187,Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,ANNEAL,other,,,7.6,,,,,,,,,,,,
190,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,CAST,other,,,6.7,,T,700,395,400,1,,,,,,
188,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,CAST,other,,,6.7,,C,25,1380,,10,,,,,,
188,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC+Sec.,ANNEAL,other,,,6.7,,C,25,1430,,1.6,,,,,,
188,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,ANNEAL,other,,,6.7,,C,25,1690,,2.7,,,,,,
188,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,ANNEAL,other,,,6.7,,C,25,1220,,13,,,,,,
188,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,ANNEAL,other,,,6.7,,C,25,1450,,20,,,,,,
189,Al1 Co1 Cr1 Fe1 Ni1,FCC+BCC,ANNEAL,other,,,6.7,,T,25,900,935,0.8,,,,,,
191,Al0.515 Cr0.515 Fe1 Ni1,FCC+BCC+B2,CAST,other,,,6.9,,T,25,796,1437,15.7,,,,,,
192,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,L12+B2,,other,,,7,,T,25,545,1030,16.5,,,,,,
192,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,L12+B2,,other,,,7.1,,T,25,545,1050,16.5,,,,,,
192,Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,L12+B2,,other,,,7.1,,T,25,545,1110,20,,,,,,
192,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,,other,,,7,,T,-70,580,1034,10.5,,,,,,
192,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,,other,,,7.1,,T,-70,595,1168,15.8,,,,,,
192,Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,,other,,,7.1,,T,-70,570,1143,18,,,,,,
192,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,,other,,,7,,T,-192,700,1000,4,,,,,,
192,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,,other,,,7.1,,T,-192,700,1000,7,,,,,,
192,Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,,other,,,7.1,,T,-192,700,1000,9,,,,,,
195,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,BCC+B2,CAST,other,,,7.2,,T,25,866,1223,7.9,,,,,,
195,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,CAST,other,,,7.2,,T,650,400,468,6.3,,,,,,
195,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,CAST,other,,,7.2,,T,700,220,340,5.4,,,,,,
195,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,CAST,other,,,7.2,,C,25,1166,,30.2,,,,,,
199,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,CAST,FCC,,,8.6,,T,25,350,720,21.9,,,234,,,
199,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,WROUGHT,other,,,8.6,,T,25,1311,1410,12.1,,,,,,
199,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,WROUGHT,other,,,8.6,,T,25,1212,1360,14.9,,,,,,
199,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,WROUGHT,other,,,8.6,,T,25,1028,1249,18.3,,,,,,
199,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,WROUGHT,other,,,8.6,,T,25,879,1194,25.4,,,,,,
199,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC+Sec.,WROUGHT,other,,,8.6,,T,25,799,1127,28.2,,,,,,
199,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,WROUGHT,FCC,,,8.6,,T,25,350,918,62.4,,,234,,,
197,Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,8.2,,T,25,155,472.4,58.9,,,226,,,
197,Co1 Cr1 Fe1 Mo0.083 Ni1,,CAST,other,,,8.2,,T,25,198.8,479,51.1,,,,,,
197,Co1 Cr1 Fe1 Mo0.208 Ni1,,CAST,other,,,8.3,,T,25,254.7,589.6,55.1,,,,,,
197,Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,CAST,other,,,8.4,,T,25,305.3,709.7,49.3,,,,,,
197,Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,WROUGHT,other,3,,8.4,,T,25,815.5,1186.5,18.9,,,,,,
197,Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,WROUGHT,other,3.1,,8.4,,T,25,646.7,1042,32.5,,,,,,
197,Co1 Cr1 Fe1 Mo0.304 Ni1,FCC+Sec.,WROUGHT,other,1.6,,8.4,,T,25,683.7,1066.6,30.4,,,,,,
177,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,13,,8,,T,25,243,558,50,,,220,,,
177,C0.02 Co1 Cr1 Fe1 Mn1 Ni1,FCC+Sec.,WROUGHT,other,8,,8,,T,25,446,723,15,,,,,,
177,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,7,,8,,T,25,249,621,41,,,220,,,
177,C0.02 Co1 Cr1 Fe1 Mn1 Ni1,FCC+Sec.,WROUGHT,other,4,,8,,T,25,581,857,28,,,,,,
196,Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,FCC,,,8.2,,T,25,190,453,70,,,226,,,
196,Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC,ANNEAL,FCC,289.7,,7.8,,T,25,210,503,70,,,214,,,
196,Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC+L12+Sec.,WROUGHT,other,15.7,,7.8,,T,25,645,1094,39,,,,,,
196,Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC+L12+Sec.,WROUGHT,other,2.8,,7.8,,T,25,1005,1273,17,,,,,,
201,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,ANNEAL,other,,,7.7,168,,,,,,,,,,,
201,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,ANNEAL,other,,,7.7,328,,,,,,,,,,,
167,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,ANNEAL,other,,,7.7,206,,,,,,,,,,,
201,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,CAST,other,,,7.7,231,,,,,,,,,,,
201,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,ANNEAL,other,,,7.7,178,,,,,,,,,,,
201,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,ANNEAL,other,,,7.7,343,,,,,,,,,,,
167,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,ANNEAL,other,,,7.7,171,,,,,,,,,,,
175,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,CAST,other,,,7.4,343,,,,,,,,,,,
175,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,ANNEAL,other,,,7.4,341,,,,,,,,,,,
175,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,ANNEAL,other,,,7.4,345,T,25,568,786,12,,,,,,
175,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,ANNEAL,other,,,7.4,345,T,25,596,1039,20,,,,,,
175,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,ANNEAL,other,,,7.4,345,T,700,487,702,18,,,,,,
175,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,ANNEAL,other,,,7.4,345,T,700,486,624,11,,,,,,
193,Al0.885 Cr1 Fe1 Ni1,BCC+B2,CAST,other,,,6.4,,C,25,770,,37.1,,,,,,
193,Al1 Cr1 Fe1 Ni1,BCC+B2,CAST,other,,,6.3,,C,25,843.2,,34.6,,,,,,
193,Al1 Cr0.889 Fe0.889 Ni0.889,BCC+B2,CAST,other,,,6.1,,C,25,1044,,27.1,,,,,,
193,Al1 Cr0.828 Fe0.828 Ni0.828,BCC+B2,CAST,other,,,6,,C,25,906.8,,31.4,,,,,,
193,Al1 Cr0.767 Fe0.767 Ni0.767,BCC+B2,CAST,other,,,5.9,,C,25,1122.8,,24.7,,,,,,
191,Al0.5 Cr0.5 Fe1 Ni1,BCC+B2,CAST,other,,,6.9,,C,25,,,17,,,,,,
168,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,CAST,other,,,6.7,,C,25,,,22.7,,,,,,
182,Al0.545 Cr0.545 Fe0.515 Ni1 Ti0.273,BCC+B2+L12,CAST,other,,,6.4,,C,25,,,16.3,,,,,,
182,Al0.545 Cr0.545 Fe0.515 Ni1 Ti0.273,BCC+B2+L12,ANNEAL,other,,,6.4,,C,25,,,19.8,,,,,,
181,Cr1 Fe1 Ni1 V0.5 W1,FCC+BCC+Sec.,CAST,other,,,10.9,,C,25,,,7.3,,,,,,
169,Al0.515 Cr0.515 Cu0.515 Fe0.515 Ni1,FCC+BCC+B2,CAST,other,,,7.1,,C,25,,,30,,,,,,
202,Co1 Cr1 Fe1 Mn1 Ni1,FCC,ANNEAL,FCC,,,8,,C,25,230,,75,,,220,,,
202,Co1 Cr1 Fe1 Mn1 Ni1 V0.263,FCC+Sec.,ANNEAL,other,,,7.9,,C,25,200,,75,,,,,,
202,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,FCC+Sec.,ANNEAL,other,,,7.8,,C,25,620,,75,,,,,,
202,Co1 Cr1 Fe1 Mn1 Ni1 V0.765,FCC+Sec.,ANNEAL,other,,,7.7,,C,25,780,,8,,,,,,
202,Co1 Cr1 Fe1 Mn1 Ni1 V1,FCC+Sec.,ANNEAL,other,,,7.7,,C,25,1700,,1,,,,,,
170,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,,C,25,,,25,,,210,,,
171,Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,8.2,,C,25,,,83,,,226,,,
192,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,FCC+B2,CAST,other,,,7,,T,25,545,1030,16.5,,,,,,
192,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,FCC+B2,CAST,other,,,7.1,,T,25,545,1050,16.5,,,,,,
192,Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,FCC+B2,CAST,other,,,7.1,,T,25,545,1110,20,,,,,,
194,Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,FCC,WROUGHT,FCC,,,8,,T,25,719,1048,30,,,209,,,
194,Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,FCC+L12,WROUGHT,other,,,8,,T,25,460,732,32,,,,,,
200,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,Other,CAST,other,,,7.7,,T,25,357,459,9,,,,,,
200,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,Other,ANNEAL,other,,,7.7,,T,25,365,365,0.1,,,,,,
200,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,FCC+L12,ANNEAL,other,,,7.7,,T,25,215,489,39,,,,,,
172,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,WROUGHT,other,,,7.6,,T,25,1284,1344,7.6,,,,,,
173,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,WROUGHT,FCC,,,7.6,,T,25,1290,1400,5,,,189,,,
173,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,WROUGHT,other,,,7.6,,T,25,650,790,27,,,,,,
180,Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,CAST,other,,,7.1,,T,25,790,790,0.2,,,,,,
180,Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,WROUGHT,other,,,7.1,,T,25,1040,1170,1,,,,,,
190,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,CAST,other,,,6.7,,T,700,395,400,1,,,,,,
190,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC+Sec.,OTHER,other,,,6.7,,T,700,295,393,12,,,,,,
180,Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,CAST,other,,,7.1,,T,700,350,360,5,,,,,,
180,Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,WROUGHT,other,,,7.1,,T,700,63,91,63,,,,,,
173,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,WROUGHT,FCC,,,7.6,,T,700,180,185,5,,,189,,,
173,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,WROUGHT,other,,,7.6,,T,700,160,180,12,,,,,,
214,Co1 Cr1 Fe1 Ni1 Ti0.2,FCC,WROUGHT,FCC,51,,7.9,,T,25,700,1240,36,,,218,,,
214,Co1 Cr1 Fe1 Ni1 Ti0.2,FCC,WROUGHT,FCC,,,7.9,,T,-196,860,1580,46,,,218,,,
222,Al0.1 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20,,8,,T,25,1198,,1.5,,,220,,,
222,Al0.1 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20,,8,,T,25,1403,,1.2,,,220,,,
222,Al0.1 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20,,8,,T,25,711,928,30.3,,,220,,,
222,Al0.1 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,7,,8,,T,25,356,,42.4,,,220,,,
236,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.5,,8,,T,25,1120,,1.1,,,220,,,
236,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,,,8,,T,-196,1692,,10.3,,,220,,,
245,Al0.5 Cr0.5 Fe0.5 Ni1,FCC+BCC+B2,CAST,other,,,6.7,,T,25,774,1357,6.4,,,,,,
245,Al0.429 Cr0.476 Fe0.476 Ni1,FCC+BCC+B2,CAST,other,,,6.9,,T,25,610,1173,9.1,,,,,,
245,Al0.364 Cr0.455 Fe0.455 Ni1,FCC+BCC+B2,CAST,other,,,7,,T,25,479,956,12.7,,,,,,
245,Al0.304 Cr0.435 Fe0.435 Ni1,FCC+BCC+B2,CAST,other,,,7.2,,T,25,461,835,30,,,,,,
245,Al0.25 Cr0.417 Fe0.417 Ni1,FCC,CAST,FCC,,,7.3,,T,25,441,757,45,,,196,,,
98,Co1 Cr1 Ni1,FCC,WROUGHT,FCC,1.6,,8.3,468,T,25,1100,,23,,,231,,,
98,Co1 Cr1 Ni1,FCC,WROUGHT,FCC,2.3,,8.3,326,T,25,597,,53,,,231,,,
98,Co1 Cr1 Ni1,FCC,WROUGHT,FCC,24,,8.3,223,T,25,346,,76,,,231,,,
105,Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,WROUGHT,other,,,7.1,,T,25,1263,,21.4,,,,,,
105,Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,WROUGHT,other,,,7.1,,T,25,1154,,25,,,,,,
105,Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,WROUGHT,other,,,7.1,,T,25,1490,,16,,,,,,
115,Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,FCC,,,8,130.2,C,25,210,,57,,,220,,,
115,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,,,8,394.1,C,25,1150,,6,,,220,,,
115,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,,,8,430.7,C,25,1300,,0.7,,,220,,,
125,Nb1 Ta1 Ti1 V1,BCC,POWDER,BCC,24,,9.2,427.9,C,25,1108,,28.3,,,134,,,
125,Nb1 Ta1 Ti1 V1,BCC,POWDER,BCC,30,,9.2,444.3,C,25,1308,,27.9,,,134,,,
125,Nb1 Ta1 Ti1 V1,BCC,POWDER,BCC,38,,9.2,510.9,C,25,1373,,29.5,,,134,4800,,1900
135,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,30,,8,,T,25,300,676,52,,,220,,,
135,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.65,,8,,T,25,800,888,39.5,,,220,,,
136,Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,0.4,,8,415,C,25,1314,,,20.3,,,,,
136,Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,,,7.9,432,C,25,1631,,,12.6,,,,,
136,Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,0.2,,7.6,511,C,25,1836,,,4.9,,,,,
136,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,,,7.4,553,C,25,1932,,,3.8,,,,,
136,Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,0.2,,7.1,622,C,25,2230,,,1.69,,,,,
136,Al1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,,,6.8,684,C,25,,,,0,,,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,,,8.2,,T,20,446,664,63,,189,226,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,,,8.2,,T,-73,488,790,72,,194,226,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,,,8.2,,T,-196,590,1070,78,,204,226,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,,,8.2,,T,-223,,1152,68.6,,,226,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,,,8.2,,T,-253,,1240,62,,,226,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,,,8.2,,T,-268.8,680,1251,61.6,,221,226,,,
138,Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,8.2,94.7,,,,,,,,226,,,
138,Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,117,,,,,,,,210,,,
138,Al0.6 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,CAST,other,,,7.2,228,,,,,,,,,,,
138,Al0.9 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,CAST,other,,,6.8,511,,,,,,,,,,,
138,Al0.9 Co1 Cr1 Fe1 Ni1 Ti0.5,BCC+B2+Sec.,CAST,other,,,6.5,623,,,,,,,,,,,
139,Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,FCC,,,8,,C,25,216,,,,,220,,,
139,Co1 Cr1 Fe1 Mn1 Mo0.042 Ni1,FCC,CAST,FCC,,,8.1,,C,25,225,,,,,221,,,
139,Co1 Cr1 Fe1 Mn1 Mo0.087 Ni1,FCC+Sec.,CAST,other,,,8.1,,C,25,330,,,,,,,,
139,Co1 Cr1 Fe1 Mn1 Mo0.136 Ni1,FCC+Sec.,CAST,other,,,8.1,,C,25,560,,,,,,,,
139,Co1 Cr1 Fe1 Mn1 Mo0.19 Ni1,FCC+Sec.,CAST,other,,,8.1,,C,25,765,,,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,WROUGHT,other,,,7.6,,T,25,143,400,65,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,WROUGHT,other,,,7.6,,T,25,471,850,45,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,WROUGHT,other,,,7.6,,T,25,841,1050,35,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,WROUGHT,other,,,7.6,,T,25,161,1650,7,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,WROUGHT,other,,,7.6,,T,25,187,1850,5,,,,,,
142,Al1 Co1 Cr1 Ni1,BCC+B2,CAST,other,,,6.4,1183,C,25,1750,,16.7,,,,,,
143,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,7.9,,8,,T,25,378.7,700.1,54,,,220,,,
143,C0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,4.7,,7.6,,T,25,520.9,791.4,40.3,,,,,,36380
